20181128000000,R0001,5,0,F,N,25,B07
20181128000000,O0003,2,0,F,N,10,D05
20181128000000,Y0004,1,0,F,N,5,C08
20181128000000,W0005,0,0,F,N,0,C08
20181128000000,S0006,3,0,F,N,15,C06
20181128000000,S0002,0,1,F,N,0,D08
20181128000000,R0009,0,0,L1,L,0,D07
20181128000000,A0008,2,0,F,N,10,F08
20181128000000,K0007,3,0,F,N,15,E05
20181128000000,E0010,1,0,F,N,5,A03
20181128000000,Q0011,0,0,F,N,0,F07
20181128000000,K0012,2,0,R2,R,10,A07
20181128000000,F0013,3,0,F,N,15,D01
20181128000000,C0014,1,0,F,N,5,D05
20181128000000,Y0015,1,0,L3,L,5,C01
20181128000000,M0016,1,0,L1,L,5,C02
20181128000000,L0017,1,0,L2,L,5,E07
20181128000000,V0018,1,0,F,N,5,A04
20181128000000,S0019,0,0,F,N,0,A07
20181128000000,C0020,0,2,F,N,0,A07
20181128000000,F0021,4,0,F,N,20,A02
20181128000000,U0022,4,0,F,N,20,F03
20181128000000,V0023,1,0,F,N,5,E06
20181128000000,D0024,4,0,F,N,6,F09
20181128000000,M0025,0,1,F,N,0,B08
20181128000000,L0026,0,1,L2,L,0,A09
20181128000000,R0027,5,0,F,N,25,F08
20181128000000,E0028,1,0,F,N,5,A10
20181128000000,M0029,4,0,F,N,6,A09
20181128000000,M0030,1,0,R3,R,5,B09
20181128000000,S0031,3,0,F,N,15,F02
20181128000000,D0032,3,0,R1,R,15,A01
20181128000000,B0033,1,0,F,N,5,E06
20181128000000,A0034,1,0,F,N,5,B07
20181128000000,A0035,1,0,F,N,5,A09
20181128000000,R0036,0,0,F,N,0,A03
20181128000000,E0037,0,1,F,N,0,F10
20181128000000,U0038,3,0,R2,R,15,A01
20181128000000,J0039,2,0,F,N,10,C05
20181128000000,Z0040,5,0,R3,R,40,A03
20181128000000,B0041,3,0,R1,R,15,D06
20181128000000,Y0042,0,1,F,N,0,C09
20181128000000,A0043,5,0,R1,R,25,F07
20181128000000,U0044,2,0,F,N,10,B10
20181128000000,A0045,0,1,F,N,0,A01
20181128000000,J0047,1,0,F,N,5,C07
20181128000000,P0046,3,0,F,N,15,F05
20181128000000,I0048,3,0,F,N,20,E04
20181128000000,F0080,1,0,F,N,5,A06
20181128000000,M0084,0,0,F,N,0,E04
20181128000000,P0085,0,3,F,N,0,F10
20181128000000,E0072,1,0,F,N,5,F10
20181128000000,P0070,0,1,R3,R,0,B04
20181128000000,U0083,1,0,L3,L,5,A01
20181128000000,O0058,5,0,F,R,40,C08
20181128000000,P0055,1,0,R1,N,5,D09
20181128000000,X0053,0,1,L2,L,0,F08
20181128000000,T0051,3,0,R3,N,20,B01
20181128000000,E0086,4,0,F,N,20,C03
20181128000000,R0049,1,0,F,N,5,B08
20181128000000,M0050,3,0,F,N,15,C06
20181128000000,Q0052,3,0,F,N,15,B06
20181128000000,T0054,3,0,F,N,15,D08
20181128000000,W0056,0,0,L1,L,0,A09
20181128000000,Z0057,1,0,F,N,1,C02
20181128000000,U0060,4,0,R2,R,20,C01
20181128000000,R0061,1,0,F,N,5,F05
20181128000000,D0059,0,1,L3,N,0,C07
20181128000000,V0063,1,0,F,N,5,B05
20181128000000,F0066,1,0,F,N,5,F01
20181128000000,A0067,0,2,L2,L,0,E02
20181128000000,R0068,1,0,R2,R,5,E01
20181128000000,V0069,0,0,R2,R,0,C01
20181128000000,O0071,0,2,L1,L,0,D05
20181128000000,L0074,1,0,F,N,5,E10
20181128000000,S0073,0,2,R1,R,0,D07
20181128000000,Z0076,1,0,F,N,1,D05
20181128000000,M0075,1,0,F,N,5,E06
20181128000000,J0077,3,0,F,N,15,D02
20181128000000,J0079,1,0,F,N,5,B01
20181128000000,I0078,1,0,F,N,5,C05
20181128000000,G0081,3,0,R1,R,15,D06
20181128000000,N0082,3,0,R2,R,15,A09
20181128000000,A0096,0,1,R1,R,0,C08
20181128000000,M0095,1,0,F,N,1,D07
20181128000000,C0094,1,0,F,N,5,B08
20181128000000,S0093,1,0,F,N,1,D02
20181128000000,J0092,3,0,R1,N,20,B08
20181128000000,C0091,0,0,R1,R,0,A02
20181128000000,X0090,1,0,F,N,5,C01
20181128000000,G0089,1,0,F,N,1,D07
20181128000000,M0088,0,1,F,N,0,E07
20181128000000,E0087,5,0,L3,L,25,C08
20181128000000,K0062,0,1,F,N,0,D07
20181128000000,T0065,0,2,F,N,0,B09
20181128000000,X0064,5,0,R2,N,40,C06
20181128000000,A0100,1,0,F,N,5,A04
20181128000000,A0099,0,0,F,N,0,C03
20181128000000,J0098,5,0,F,N,25,C04
20181128000000,N0097,3,0,F,N,15,F10
20181128000001,S0002,0,0,F,N,0,D04
20181128000001,R0001,2,0,L2,L,35,B05
20181128000001,O0003,5,0,F,N,35,D09
20181128000001,Y0004,1,0,L2,L,3,C07
20181128000001,S0006,1,0,R1,R,20,C02
20181128000001,W0005,0,2,R1,R,0,C09
20181128000001,C0014,1,0,F,N,10,D10
20181128000001,R0009,0,1,F,N,0,D08
20181128000001,A0008,1,0,F,N,4,F09
20181128000001,K0007,3,0,F,N,30,E06
20181128000001,E0010,1,0,F,N,3,A10
20181128000001,V0023,0,1,F,N,0,E02
20181128000001,Q0011,1,0,L1,L,5,F06
20181128000001,F0013,1,0,R3,R,20,D01
20181128000001,K0012,2,0,L2,L,20,A08
20181128000001,D0024,2,0,F,N,16,F10
20181128000001,L0026,1,0,L2,L,5,A01
20181128000001,M0025,0,0,L3,L,0,B02
20181128000001,Y0015,1,0,F,N,10,C06
20181128000001,M0016,0,1,F,N,0,C07
20181128000001,L0017,1,0,F,N,3,E01
20181128000001,V0018,1,0,L1,L,10,A03
20181128000001,S0019,5,0,F,N,25,A07
20181128000001,C0020,0,0,F,N,0,A08
20181128000001,F0021,3,0,F,N,10,A07
20181128000001,U0022,1,0,F,N,7,F06
20181128000001,M0029,0,0,F,N,6,A06
20181128000001,M0030,1,0,F,N,10,B03
20181128000001,E0028,2,0,F,N,15,A02
20181128000001,R0027,2,0,L2,L,35,F04
20181128000001,S0031,5,0,F,N,40,F03
20181128000001,D0032,1,0,F,N,20,A07
20181128000001,B0033,1,0,F,N,10,E09
